the_geom	draworder2	visibility2	extrude2	tessellate2	draworder	visibility	extrude	tessellate	____________2	______	____________	lat	lon	icon2	altitudemode2	end2	begin2	timestamp2	icon	altitudemode	description	name	_end	begin	timestamp
0101000020E6100000C68844A165625E405626FC523F133940						-1	-1	-1		台北市中山區大佳河濱公園	20141119	25.075185	121.537453								lon: 121.537453<br>lat: 25.075185<br>通報編號: (民)1031026-01<br>地點: 台北市中山區大佳河濱公園<br>建檔日期: 20141119	121			
0101000020E61000000E83F92B64625E40041DAD6A49133940						-1	-1	-1		台北市中山區大佳河濱公園	20141119	25.075339	121.537364								lon: 121.537364<br>lat: 25.075339<br>通報編號: (民)1031026-01<br>地點: 台北市中山區大佳河濱公園<br>建檔日期: 20141119	122			
0101000020E6100000AA3E575BB1635E4084BC1E4C8A133940						-1	-1	-1		台北市中山區美堤河濱公園腳踏車步道(基16號疏散門進入)	20151029	25.076329	121.5577								lon: 121.5577<br>lat: 25.076329<br>通報編號: (諮)1041019-33<br>地點: 台北市中山區美堤河濱公園腳踏車步道(基16號疏散門進入)<br>建檔日期: 20151029	123			
0101000020E6100000AE65321CCF625E4031B5A50EF2123940						-1	-1	-1		台北市中山區大佳河濱公園草皮(靠大直橋)	20160321	25.074006	121.543891								lon: 121.543891<br>lat: 25.074006<br>通報編號: (諮)1050321-03<br>地點: 台北市中山區大佳河濱公園草皮(靠大直橋)<br>建檔日期: 20160321	124			
0101000020E610000008CBD8D0CD625E40713C9F01F5123940						-1	-1	-1		台北市中山區大佳河濱公園草皮(靠大直橋)	20160321	25.074051	121.543812								lon: 121.543812<br>lat: 25.074051<br>通報編號: (諮)1050321-03<br>地點: 台北市中山區大佳河濱公園草皮(靠大直橋)<br>建檔日期: 20160321	125			
0101000020E61000002AA1BB24CE625E40BEA59C2FF6123940						-1	-1	-1		台北市中山區大佳河濱公園草皮(靠大直橋)	20160321	25.074069	121.543832								lon: 121.543832<br>lat: 25.074069<br>通報編號: (諮)1050321-03<br>地點: 台北市中山區大佳河濱公園草皮(靠大直橋)<br>建檔日期: 20160321	126			
0101000020E6100000DDE522BE13635E4001309E4143133940						-1	-1	-1		台北市中山區迎風河濱公園草皮	20160321	25.075245	121.54808								lon: 121.54808<br>lat: 25.075245<br>通報編號: (諮)1050321-04<br>地點: 台北市中山區迎風河濱公園草皮<br>建檔日期: 20160321	127			
0101000020E61000002AA1BB24CE625E40BEA59C2FF6123940						-1	-1	-1		台北市中山區大佳河濱公園草皮(靠大直橋)	20160506	25.074069	121.543832								lon: 121.543832<br>lat: 25.074069<br>通報編號: (諮)1050321-03<br>地點: 台北市中山區大佳河濱公園草皮(靠大直橋)<br>建檔日期: 20160506	128			
0101000020E610000008CBD8D0CD625E40713C9F01F5123940						-1	-1	-1		台北市中山區大佳河濱公園草皮(靠大直橋)	20160506	25.074051	121.543812								lon: 121.543812<br>lat: 25.074051<br>通報編號: (諮)1050321-03<br>地點: 台北市中山區大佳河濱公園草皮(靠大直橋)<br>建檔日期: 20160506	129			
0101000020E6100000AE65321CCF625E4031B5A50EF2123940						-1	-1	-1		台北市中山區大佳河濱公園草皮(靠大直橋)	20160506	25.074006	121.543891								lon: 121.543891<br>lat: 25.074006<br>通報編號: (諮)1050321-03<br>地點: 台北市中山區大佳河濱公園草皮(靠大直橋)<br>建檔日期: 20160506	130			
0101000020E6100000DDE522BE13635E4001309E4143133940						-1	-1	-1		台北市中山區迎風河濱公園草皮	20160506	25.075245	121.54808								lon: 121.54808<br>lat: 25.075245<br>通報編號: (諮)1050321-04<br>地點: 台北市中山區迎風河濱公園草皮<br>建檔日期: 20160506	131			
0101000020E61000006B8313D1AF605E40355D4F745D083940						-1	-1	-1		台北市中正區南海路53號 南門町三二三台北植物園	20141222	25.032676	121.510731								lon: 121.510731<br>lat: 25.032676<br>通報編號: (諮)1031208-03<br>地點: 台北市中正區南海路53號 南門町三二三台北植物園<br>建檔日期: 20141222	132			
0101000020E6100000F33B4D66BC615E400398327040033940						-1	-1	-1		台北市中正區古亭河濱公園(新店溪右岸)	20160225	25.012702	121.527124								lon: 121.527124<br>lat: 25.012702<br>通報編號: (諮)1050113-03<br>地點: 台北市中正區古亭河濱公園(新店溪右岸)<br>建檔日期: 20160225	133			
0101000020E6100000E1826C59BE615E401B5C3AE63C033940						-1	-1	-1		台北市中正區古亭河濱公園(新店溪右岸)	20160225	25.012648	121.527243								lon: 121.527243<br>lat: 25.012648<br>通報編號: (諮)1050113-03<br>地點: 台北市中正區古亭河濱公園(新店溪右岸)<br>建檔日期: 20160225	134			
0101000020E61000006495D233BD615E40E9B6442E38033940						-1	-1	-1		台北市中正區古亭河濱公園(新店溪右岸)	20160225	25.012576	121.527173								lon: 121.527173<br>lat: 25.012576<br>通報編號: (諮)1050113-03<br>地點: 台北市中正區古亭河濱公園(新店溪右岸)<br>建檔日期: 20160225	135			
0101000020E610000020240B98C0615E40347EE19524033940						-1	-1	-1		台北市中正區古亭河濱公園(新店溪右岸)	20160225	25.012277	121.52738								lon: 121.52738<br>lat: 25.012277<br>通報編號: (諮)1050113-03<br>地點: 台北市中正區古亭河濱公園(新店溪右岸)<br>建檔日期: 20160225	137			
0101000020E61000004448DDCEBE615E40C993A46B26033940						-1	-1	-1		台北市中正區古亭河濱公園(新店溪右岸)	20160225	25.012305	121.527271								lon: 121.527271<br>lat: 25.012305<br>通報編號: (諮)1050113-03<br>地點: 台北市中正區古亭河濱公園(新店溪右岸)<br>建檔日期: 20160225	138			
0101000020E61000007989B14CBF615E40F4F6E7A221033940						-1	-1	-1		台北市中正區古亭河濱公園(新店溪右岸)	20160225	25.012232	121.527301								lon: 121.527301<br>lat: 25.012232<br>通報編號: (諮)1050113-03<br>地點: 台北市中正區古亭河濱公園(新店溪右岸)<br>建檔日期: 20160225	139			
0101000020E610000043FAEDEBC0615E40A78DEA7420033940						-1	-1	-1		台北市中正區古亭河濱公園(新店溪右岸)	20160225	25.012214	121.5274								lon: 121.5274<br>lat: 25.012214<br>通報編號: (諮)1050113-03<br>地點: 台北市中正區古亭河濱公園(新店溪右岸)<br>建檔日期: 20160225	140			
0101000020E61000005AEECC04C3615E4079A52C431C033940						-1	-1	-1		台北市中正區古亭河濱公園(新店溪右岸)	20160225	25.01215	121.527528								lon: 121.527528<br>lat: 25.01215<br>通報編號: (諮)1050113-03<br>地點: 台北市中正區古亭河濱公園(新店溪右岸)<br>建檔日期: 20160225	141			
0101000020E610000018CBF44BC4615E40676490BB08033940						-1	-1	-1		台北市中正區古亭河濱公園(新店溪右岸)	20160225	25.011852	121.527606								lon: 121.527606<br>lat: 25.011852<br>通報編號: (諮)1050113-03<br>地點: 台北市中正區古亭河濱公園(新店溪右岸)<br>建檔日期: 20160225	142			
0101000020E6100000522B4CDF6B585E40EE76BD3445243940						-1	-1	-1		新北市八里區下罟子小段1709號	20130108	25.141681	121.381584								lon: 121.381584<br>lat: 25.141681<br>通報編號: (民)1011222-01<br>地點: 新北市八里區下罟子小段1709號<br>建檔日期: 20130108	563			
0101000020E6100000274D83A279665E409DBE9EAF59123940						-1	-1	-1		台北市內湖區金湖路363巷8號麗湖國小	20160506	25.071681	121.601174								lon: 121.601174<br>lat: 25.071681<br>通報編號: (諮)1050321-02<br>地點: 台北市內湖區金湖路363巷8號麗湖國小<br>建檔日期: 20160506	143			
0101000020E6100000E93E00A94D5F5E404B72C0AE261F3940						-1	-1	-1		台北市北投區大度路自行車步道(大度路上，靠近承德路7段交叉口，往關渡方向)	20130508	25.121684	121.489115								lon: 121.489115<br>lat: 25.121684<br>通報編號: (通)1020408-01<br>地點: 台北市北投區大度路自行車步道(大度路上，靠近承德路7段交叉口，往關渡方向)<br>建檔日期: 20130508	144			
0101000020E61000004356B77A4E5F5E40FF08C380251F3940						-1	-1	-1		台北市北投區大度路自行車步道(大度路上，靠近承德路7段交叉口，往關渡方向)	20130508	25.121666	121.489165								lon: 121.489165<br>lat: 25.121666<br>通報編號: (通)1020408-01<br>地點: 台北市北投區大度路自行車步道(大度路上，靠近承德路7段交叉口，往關渡方向)<br>建檔日期: 20130508	145			
0101000020E61000005D9CF86A47605E40AC376A85E91F3940						-1	-1	-1		台北市北投區奇岩重劃區，三合街一段空地	20140718	25.124657	121.504359								lon: 121.504359<br>lat: 25.124657<br>通報編號: (諮)1030711-06<br>地點: 台北市北投區奇岩重劃區，三合街一段空地<br>建檔日期: 20140718	204			
0101000020E61000002F9DD66D505F5E4011A8FE41241F3940						-1	-1	-1		台北市北投區大度路自行車步道(大度路上，靠近承德路7段交叉口，往關渡方向)	20130508	25.121647	121.489284								lon: 121.489284<br>lat: 25.121647<br>通報編號: (通)1020408-01<br>地點: 台北市北投區大度路自行車步道(大度路上，靠近承德路7段交叉口，往關渡方向)<br>建檔日期: 20130508	146			
0101000020E6100000A1F65B3B515F5E4011A8FE41241F3940						-1	-1	-1		台北市北投區大度路自行車步道(大度路上，靠近承德路7段交叉口，往關渡方向)	20130508	25.121647	121.489333								lon: 121.489333<br>lat: 25.121647<br>通報編號: (通)1020408-01<br>地點: 台北市北投區大度路自行車步道(大度路上，靠近承德路7段交叉口，往關渡方向)<br>建檔日期: 20130508	147			
0101000020E6100000D63730B9515F5E40C33E0114231F3940						-1	-1	-1		台北市北投區大度路自行車步道(大度路上，靠近承德路7段交叉口，往關渡方向)	20130508	25.121629	121.489363								lon: 121.489363<br>lat: 25.121629<br>通報編號: (通)1020408-01<br>地點: 台北市北投區大度路自行車步道(大度路上，靠近承德路7段交叉口，往關渡方向)<br>建檔日期: 20130508	148			
0101000020E610000041BAD8B4525F5E401E8A027D221F3940						-1	-1	-1		台北市北投區大度路自行車步道(大度路上，靠近承德路7段交叉口，往關渡方向)	20130508	25.12162	121.489423								lon: 121.489423<br>lat: 25.12162<br>通報編號: (通)1020408-01<br>地點: 台北市北投區大度路自行車步道(大度路上，靠近承德路7段交叉口，往關渡方向)<br>建檔日期: 20130508	149			
0101000020E6100000C27E4FAC535F5E406BF3FFAA231F3940						-1	-1	-1		台北市北投區大度路自行車步道(大度路上，靠近承德路7段交叉口，往關渡方向)	20130508	25.121638	121.489482								lon: 121.489482<br>lat: 25.121638<br>通報編號: (通)1020408-01<br>地點: 台北市北投區大度路自行車步道(大度路上，靠近承德路7段交叉口，往關渡方向)<br>建檔日期: 20130508	150			
0101000020E61000006919A9F7545F5E403D0B42791F1F3940						-1	-1	-1		台北市北投區大度路自行車步道(大度路上，靠近承德路7段交叉口，往關渡方向)	20130508	25.121574	121.489561								lon: 121.489561<br>lat: 25.121574<br>通報編號: (通)1020408-01<br>地點: 台北市北投區大度路自行車步道(大度路上，靠近承德路7段交叉口，往關渡方向)<br>建檔日期: 20130508	151			
0101000020E61000005760C8EA565F5E4030293E3E211F3940						-1	-1	-1		台北市北投區大度路自行車步道(大度路上，靠近承德路7段交叉口，往關渡方向)	20130508	25.121601	121.48968								lon: 121.48968<br>lat: 25.121601<br>通報編號: (通)1020408-01<br>地點: 台北市北投區大度路自行車步道(大度路上，靠近承德路7段交叉口，往關渡方向)<br>建檔日期: 20130508	152			
0101000020E6100000C0E270E6575F5E4030293E3E211F3940						-1	-1	-1		台北市北投區大度路自行車步道(大度路上，靠近承德路7段交叉口，往關渡方向)	20130508	25.121601	121.48974								lon: 121.48974<br>lat: 25.121601<br>通報編號: (通)1020408-01<br>地點: 台北市北投區大度路自行車步道(大度路上，靠近承德路7段交叉口，往關渡方向)<br>建檔日期: 20130508	153			
0101000020E61000005412D907595F5E40F55E7CD11E1F3940						-1	-1	-1		台北市北投區大度路自行車步道(大度路上，靠近承德路7段交叉口，往關渡方向)	20130508	25.121564	121.489809								lon: 121.489809<br>lat: 25.121564<br>通報編號: (通)1020408-01<br>地點: 台北市北投區大度路自行車步道(大度路上，靠近承德路7段交叉口，往關渡方向)<br>建檔日期: 20130508	154			
0101000020E6100000D5EC8156605F5E4015E0BBCD1B1F3940						-1	-1	-1		台北市北投區大度路自行車步道(大度路上，靠近承德路7段交叉口，往關渡方向)	20130508	25.121518	121.490255								lon: 121.490255<br>lat: 25.121518<br>通報編號: (通)1020408-01<br>地點: 台北市北投區大度路自行車步道(大度路上，靠近承德路7段交叉口，往關渡方向)<br>建檔日期: 20130508	155			
0101000020E6100000E6577380605F5E405467B5C01E1F3940						-1	-1	-1		台北市北投區大度路自行車步道(大度路上，靠近承德路7段交叉口，往關渡方向)	20130508	25.121563	121.490265								lon: 121.490265<br>lat: 25.121563<br>通報編號: (通)1020408-01<br>地點: 台北市北投區大度路自行車步道(大度路上，靠近承德路7段交叉口，往關渡方向)<br>建檔日期: 20130508	156			
0101000020E61000002F52280B5F5F5E4015E0BBCD1B1F3940						-1	-1	-1		台北市北投區大度路自行車步道(大度路上，靠近承德路7段交叉口，往關渡方向)	20130508	25.121518	121.490176								lon: 121.490176<br>lat: 25.121518<br>通報編號: (通)1020408-01<br>地點: 台北市北投區大度路自行車步道(大度路上，靠近承德路7段交叉口，往關渡方向)<br>建檔日期: 20130508	157			
0101000020E61000006E48A302275F5E402B89EC832C1F3940						-1	-1	-1		台北市北投區大度路自行車步道(大度路上，靠近承德路7段交叉口，往關渡方向)	20130508	25.121773	121.486756								lon: 121.486756<br>lat: 25.121773<br>通報編號: (通)1020408-01<br>地點: 台北市北投區大度路自行車步道(大度路上，靠近承德路7段交叉口，往關渡方向)<br>建檔日期: 20130508	158			
0101000020E61000006BAF05BD375F5E40DB32E02C251F3940						-1	-1	-1		台北市北投區大度路自行車步道(大度路上，靠近承德路7段交叉口，往關渡方向)	20130508	25.121661	121.487777								lon: 121.487777<br>lat: 25.121661<br>通報編號: (通)1020408-01<br>地點: 台北市北投區大度路自行車步道(大度路上，靠近承德路7段交叉口，往關渡方向)<br>建檔日期: 20130508	159			
0101000020E6100000D734EF38455F5E40062E8F35231F3940						-1	-1	-1		台北市北投區大度路自行車步道(大度路上，靠近承德路7段交叉口，往關渡方向)	20130508	25.121631	121.4886								lon: 121.4886<br>lat: 25.121631<br>通報編號: (通)1020408-01<br>地點: 台北市北投區大度路自行車步道(大度路上，靠近承德路7段交叉口，往關渡方向)<br>建檔日期: 20130508	160			
0101000020E6100000124DA088455F5E40B9C49107221F3940						-1	-1	-1		台北市北投區大度路自行車步道(大度路上，靠近承德路7段交叉口，往關渡方向)	20130508	25.121613	121.488619								lon: 121.488619<br>lat: 25.121613<br>通報編號: (通)1020408-01<br>地點: 台北市北投區大度路自行車步道(大度路上，靠近承德路7段交叉口，往關渡方向)<br>建檔日期: 20130508	161			
0101000020E6100000362383DC455F5E40C5A69542201F3940						-1	-1	-1		台北市北投區大度路自行車步道(大度路上，靠近承德路7段交叉口，往關渡方向)	20130508	25.121586	121.488639								lon: 121.488639<br>lat: 25.121586<br>通報編號: (通)1020408-01<br>地點: 台北市北投區大度路自行車步道(大度路上，靠近承德路7段交叉口，往關渡方向)<br>建檔日期: 20130508	162			
0101000020E61000008EEC4ACB485F5E40ACE28DCC231F3940						-1	-1	-1		台北市北投區大度路自行車步道(大度路上，靠近承德路7段交叉口，往關渡方向)	20130508	25.12164	121.488818								lon: 121.488818<br>lat: 25.12164<br>通報編號: (通)1020408-01<br>地點: 台北市北投區大度路自行車步道(大度路上，靠近承德路7段交叉口，往關渡方向)<br>建檔日期: 20130508	163			
0101000020E6100000211CB3EC495F5E406436C824231F3940						-1	-1	-1		台北市北投區大度路自行車步道(大度路上，靠近承德路7段交叉口，往關渡方向)	20130508	25.12163	121.488887								lon: 121.488887<br>lat: 25.12163<br>通報編號: (通)1020408-01<br>地點: 台北市北投區大度路自行車步道(大度路上，靠近承德路7段交叉口，往關渡方向)<br>建檔日期: 20130508	164			
0101000020E6100000C8B60C384B5F5E4024AFCE31201F3940						-1	-1	-1		台北市北投區大度路自行車步道(大度路上，靠近承德路7段交叉口，往關渡方向)	20130508	25.121585	121.488966								lon: 121.488966<br>lat: 25.121585<br>通報編號: (通)1020408-01<br>地點: 台北市北投區大度路自行車步道(大度路上，靠近承德路7段交叉口，往關渡方向)<br>建檔日期: 20130508	165			
0101000020E6100000FDF7E0B54B5F5E4024AFCE31201F3940						-1	-1	-1		台北市北投區大度路自行車步道(大度路上，靠近承德路7段交叉口，往關渡方向)	20130508	25.121585	121.488996								lon: 121.488996<br>lat: 25.121585<br>通報編號: (通)1020408-01<br>地點: 台北市北投區大度路自行車步道(大度路上，靠近承德路7段交叉口，往關渡方向)<br>建檔日期: 20130508	166			
0101000020E6100000EA8CEF8B4B5F5E406436C824231F3940						-1	-1	-1		台北市北投區大度路自行車步道(大度路上，靠近承德路7段交叉口，往關渡方向)	20130508	25.12163	121.488986								lon: 121.488986<br>lat: 25.12163<br>通報編號: (通)1020408-01<br>地點: 台北市北投區大度路自行車步道(大度路上，靠近承德路7段交叉口，往關渡方向)<br>建檔日期: 20130508	167			
0101000020E6100000D921FE614B5F5E406436C824231F3940						-1	-1	-1		台北市北投區大度路自行車步道(大度路上，靠近承德路7段交叉口，往關渡方向)	20130508	25.12163	121.488976								lon: 121.488976<br>lat: 25.12163<br>通報編號: (通)1020408-01<br>地點: 台北市北投區大度路自行車步道(大度路上，靠近承德路7段交叉口，往關渡方向)<br>建檔日期: 20130508	168			
0101000020E61000000F63D2DF4B5F5E406436C824231F3940						-1	-1	-1		台北市北投區大度路自行車步道(大度路上，靠近承德路7段交叉口，往關渡方向)	20130508	25.12163	121.489006								lon: 121.489006<br>lat: 25.12163<br>通報編號: (通)1020408-01<br>地點: 台北市北投區大度路自行車步道(大度路上，靠近承德路7段交叉口，往關渡方向)<br>建檔日期: 20130508	169			
0101000020E6100000FDF7E0B54B5F5E400BEBC6BB231F3940						-1	-1	-1		台北市北投區大度路自行車步道(大度路上，靠近承德路7段交叉口，往關渡方向)	20130508	25.121639	121.488996								lon: 121.488996<br>lat: 25.121639<br>通報編號: (通)1020408-01<br>地點: 台北市北投區大度路自行車步道(大度路上，靠近承德路7段交叉口，往關渡方向)<br>建檔日期: 20130508	170			
0101000020E61000002CB98AC56F5F5E40537AA697181F3940						-1	-1	-1		台北市北投區大度路自行車步道(大度路上，靠近承德路7段交叉口，往關渡方向)	20130508	25.121469	121.491197								lon: 121.491197<br>lat: 25.121469<br>通報編號: (通)1020408-01<br>地點: 台北市北投區大度路自行車步道(大度路上，靠近承德路7段交叉口，往關渡方向)<br>建檔日期: 20130508	171			
0101000020E6100000E40CC51D6F5F5E408D4468041B1F3940						-1	-1	-1		台北市北投區大度路自行車步道(大度路上，靠近承德路7段交叉口，往關渡方向)	20130508	25.121506	121.491157								lon: 121.491157<br>lat: 25.121506<br>通報編號: (通)1020408-01<br>地點: 台北市北投區大度路自行車步道(大度路上，靠近承德路7段交叉口，往關渡方向)<br>建檔日期: 20130508	172			
0101000020E610000040C05AB56B5F5E40806264C91C1F3940						-1	-1	-1		台北市北投區大度路自行車步道(大度路上，靠近承德路7段交叉口，往關渡方向)	20130508	25.121533	121.490949								lon: 121.490949<br>lat: 25.121533<br>通報編號: (通)1020408-01<br>地點: 台北市北投區大度路自行車步道(大度路上，靠近承德路7段交叉口，往關渡方向)<br>建檔日期: 20130508	173			
0101000020E6100000E1D1C6116B5F5E40DAAD65321C1F3940						-1	-1	-1		台北市北投區大度路自行車步道(大度路上，靠近承德路7段交叉口，往關渡方向)	20130508	25.121524	121.49091								lon: 121.49091<br>lat: 25.121524<br>通報編號: (通)1020408-01<br>地點: 台北市北投區大度路自行車步道(大度路上，靠近承德路7段交叉口，往關渡方向)<br>建檔日期: 20130508	174			
0101000020E61000002FA3586E695F5E407AA52C431C1F3940						-1	-1	-1		台北市北投區大度路自行車步道(大度路上，靠近承德路7段交叉口，往關渡方向)	20130508	25.121525	121.49081								lon: 121.49081<br>lat: 25.121525<br>通報編號: (通)1020408-01<br>地點: 台北市北投區大度路自行車步道(大度路上，靠近承德路7段交叉口，往關渡方向)<br>建檔日期: 20130508	175			
0101000020E6100000779D0DF9675F5E40C60E2A711D1F3940						-1	-1	-1		台北市北投區大度路自行車步道(大度路上，靠近承德路7段交叉口，往關渡方向)	20130508	25.121543	121.490721								lon: 121.490721<br>lat: 25.121543<br>通報編號: (通)1020408-01<br>地點: 台北市北投區大度路自行車步道(大度路上，靠近承德路7段交叉口，往關渡方向)<br>建檔日期: 20130508	176			
0101000020E6100000F4D89601675F5E407AA52C431C1F3940						-1	-1	-1		台北市北投區大度路自行車步道(大度路上，靠近承德路7段交叉口，往關渡方向)	20130508	25.121525	121.490662								lon: 121.490662<br>lat: 25.121525<br>通報編號: (通)1020408-01<br>地點: 台北市北投區大度路自行車步道(大度路上，靠近承德路7段交叉口，往關渡方向)<br>建檔日期: 20130508	177			
0101000020E6100000AD2CD159665F5E40215A2BDA1C1F3940						-1	-1	-1		台北市北投區大度路自行車步道(大度路上，靠近承德路7段交叉口，往關渡方向)	20130508	25.121534	121.490622								lon: 121.490622<br>lat: 25.121534<br>通報編號: (通)1020408-01<br>地點: 台北市北投區大度路自行車步道(大度路上，靠近承德路7段交叉口，往關渡方向)<br>建檔日期: 20130508	178			
0101000020E6100000C1E5B166645F5E400EBBEF181E1F3940						-1	-1	-1		台北市北投區大度路自行車步道(大度路上，靠近承德路7段交叉口，往關渡方向)	20130508	25.121553	121.490503								lon: 121.490503<br>lat: 25.121553<br>通報編號: (通)1020408-01<br>地點: 台北市北投區大度路自行車步道(大度路上，靠近承德路7段交叉口，往關渡方向)<br>建檔日期: 20130508	179			
0101000020E61000009D0FCF12645F5E400EBBEF181E1F3940						-1	-1	-1		台北市北投區大度路自行車步道(大度路上，靠近承德路7段交叉口，往關渡方向)	20130508	25.121553	121.490483								lon: 121.490483<br>lat: 25.121553<br>通報編號: (通)1020408-01<br>地點: 台北市北投區大度路自行車步道(大度路上，靠近承德路7段交叉口，往關渡方向)<br>建檔日期: 20130508	180			
0101000020E610000062F71DC3635F5E400EBBEF181E1F3940						-1	-1	-1		台北市北投區大度路自行車步道(大度路上，靠近承德路7段交叉口，往關渡方向)	20130508	25.121553	121.490464								lon: 121.490464<br>lat: 25.121553<br>通報編號: (通)1020408-01<br>地點: 台北市北投區大度路自行車步道(大度路上，靠近承德路7段交叉口，往關渡方向)<br>建檔日期: 20130508	181			
0101000020E61000002BB64945635F5E400EBBEF181E1F3940						-1	-1	-1		台北市北投區大度路自行車步道(大度路上，靠近承德路7段交叉口，往關渡方向)	20130508	25.121553	121.490434								lon: 121.490434<br>lat: 25.121553<br>通報編號: (通)1020408-01<br>地點: 台北市北投區大度路自行車步道(大度路上，靠近承德路7段交叉口，往關渡方向)<br>建檔日期: 20130508	182			
0101000020E6100000F67475C7625F5E400EBBEF181E1F3940						-1	-1	-1		台北市北投區大度路自行車步道(大度路上，靠近承德路7段交叉口，往關渡方向)	20130508	25.121553	121.490404								lon: 121.490404<br>lat: 25.121553<br>通報編號: (通)1020408-01<br>地點: 台北市北投區大度路自行車步道(大度路上，靠近承德路7段交叉口，往關渡方向)<br>建檔日期: 20130508	183			
0101000020E6100000C233A149625F5E400EBBEF181E1F3940						-1	-1	-1		台北市北投區大度路自行車步道(大度路上，靠近承德路7段交叉口，往關渡方向)	20130508	25.121553	121.490374								lon: 121.490374<br>lat: 25.121553<br>通報編號: (通)1020408-01<br>地點: 台北市北投區大度路自行車步道(大度路上，靠近承德路7段交叉口，往關渡方向)<br>建檔日期: 20130508	184			
0101000020E6100000C381902C605F5E4009FEB7921D1F3940						-1	-1	-1		台北市北投區大度路自行車步道(大度路上，靠近承德路7段交叉口，往關渡方向)	20130508	25.121545	121.490245								lon: 121.490245<br>lat: 25.121545<br>通報編號: (通)1020408-01<br>地點: 台北市北投區大度路自行車步道(大度路上，靠近承德路7段交叉口，往關渡方向)<br>建檔日期: 20130508	185			
0101000020E6100000EFD0B01875605E402B323A20091B3940						-1	-1	-1		台北市北投區承德路6段331巷底	20140630	25.105608	121.507147								lon: 121.507147<br>lat: 25.105608<br>通報編號: (諮)1030606-01<br>地點: 台北市北投區承德路6段331巷底<br>建檔日期: 20140630	186			
0101000020E6100000E23C9CC074605E40FD497CEE041B3940						-1	-1	-1		台北市北投區承德路6段331巷底	20140630	25.105544	121.507126								lon: 121.507126<br>lat: 25.105544<br>通報編號: (諮)1030606-01<br>地點: 台北市北投區承德路6段331巷底<br>建檔日期: 20140630	187			
0101000020E6100000BE18CA8976605E4097FF907EFB1A3940						-1	-1	-1		台北市北投區承德路6段331巷底	20140630	25.1054	121.507235								lon: 121.507235<br>lat: 25.1054<br>通報編號: (諮)1030606-01<br>地點: 台北市北投區承德路6段331巷底<br>建檔日期: 20140630	188			
0101000020E610000098BED7101C5E5E40AE65321CCF1F3940						-1	-1	-1		台北市北投區大度路三段66號關渡台灣電力公司仙渡超高壓變電所	20140630	25.124254	121.470463								lon: 121.470463<br>lat: 25.124254<br>通報編號: (諮)1030627-01<br>地點: 台北市北投區大度路三段66號關渡台灣電力公司仙渡超高壓變電所<br>建檔日期: 20140630	189			
0101000020E61000006519E258175E5E40F511F8C3CF1F3940						-1	-1	-1		台北市北投區大度路三段66號關渡台灣電力公司仙渡超高壓變電所	20140630	25.124264	121.470175								lon: 121.470175<br>lat: 25.124264<br>通報編號: (諮)1030627-01<br>地點: 台北市北投區大度路三段66號關渡台灣電力公司仙渡超高壓變電所<br>建檔日期: 20140630	190			
0101000020E6100000F8729F1C055E5E40C39ACAA2B01F3940						-1	-1	-1		台北市北投區大度路三段66號關渡台灣電力公司仙渡超高壓變電所	20140630	25.123789	121.469062								lon: 121.469062<br>lat: 25.123789<br>通報編號: (諮)1030627-01<br>地點: 台北市北投區大度路三段66號關渡台灣電力公司仙渡超高壓變電所<br>建檔日期: 20140630	191			
0101000020E6100000A17A6B60AB5F5E40151F9F909D1F3940						-1	-1	-1		台北市北投區大業路65巷89號 農禪寺	20140630	25.123498	121.494835								lon: 121.494835<br>lat: 25.123498<br>通報編號: (民)1030613-03<br>地點: 台北市北投區大業路65巷89號 農禪寺<br>建檔日期: 20140630	192			
0101000020E6100000FA9463B2B85F5E40D8092FC1A91F3940						-1	-1	-1		台北市北投區大業路65巷89號 農禪寺	20140630	25.123684	121.495648								lon: 121.495648<br>lat: 25.123684<br>通報編號: (民)1030613-03<br>地點: 台北市北投區大業路65巷89號 農禪寺<br>建檔日期: 20140630	193			
0101000020E61000004141295AB95F5E40E6EB32FCA71F3940						-1	-1	-1		台北市北投區大業路65巷89號 農禪寺	20140630	25.123657	121.495688								lon: 121.495688<br>lat: 25.123657<br>通報編號: (民)1030613-03<br>地點: 台北市北投區大業路65巷89號 農禪寺<br>建檔日期: 20140630	194			
0101000020E6100000345F251FBB5F5E40F86D88F19A1F3940						-1	-1	-1		台北市北投區大業路65巷89號 農禪寺	20140630	25.123458	121.495796								lon: 121.495796<br>lat: 25.123458<br>通報編號: (民)1030613-03<br>地點: 台北市北投區大業路65巷89號 農禪寺<br>建檔日期: 20140630	195			
0101000020E6100000345F251FBB5F5E40F86D88F19A1F3940						-1	-1	-1		台北市北投區大業路65巷89號 農禪寺	20140630	25.123458	121.495796								lon: 121.495796<br>lat: 25.123458<br>通報編號: (民)1030613-03<br>地點: 台北市北投區大業路65巷89號 農禪寺<br>建檔日期: 20140630	196			
0101000020E6100000B39AAE27BA5F5E405F9B8D95981F3940						-1	-1	-1		台北市北投區大業路65巷89號 農禪寺	20140630	25.123422	121.495737								lon: 121.495737<br>lat: 25.123422<br>通報編號: (民)1030613-03<br>地點: 台北市北投區大業路65巷89號 農禪寺<br>建檔日期: 20140630	197			
